id,captions
62158,"['a close up picture of a baseball bat', 'a close up image of a baseball bat', 'a close up of a baseball bat on a dark background', 'a close up of a baseball bat with a sky background', 'a close up of a baseball bat with the sky in the background']"
21075,"['a truck parked in a dirt lot near buildings', 'an old truck parked in a dirt field', 'a truck parked in a dirt lot near a building', 'a truck parked in a dirt lot in front of a building', 'a truck parked in a dirt field in front of a building']"
38524,"['a woman holding a baby in her arms', 'a woman holding a baby in her hands', 'a woman holding a small child in her arms', 'a woman is holding a baby in her hands', 'a woman is holding a baby in her arms']"
68307,"['a man wearing a black shirt and tie', 'a man wearing a black shirt and a tie', 'a man wearing a black shirt and a black vest', 'a man wearing a black shirt and a black shirt', 'a man wearing a black shirt with a black shirt']"
67034,"['a black and white photo of a man in a suit', 'a black and white photo of a man wearing a suit and tie', 'a black and white picture of a man in a suit', 'a black and white photo of a man in a suit and tie', 'a black and white photo of a man wearing a suit']"
7918,"['a small dog is standing in the grass', 'a small dog running across a grass field', 'a small dog running across a grass covered field', 'a small dog running in the grass', 'a small dog running in the grass with a frisbee']"
27410,"['a group of people standing next to each other', 'a group of young people standing next to each other', 'a group of young people dressed in costumes', 'a group of people dressed in costumes', 'a group of young people standing next to each other holding umbrellas']"
41795,"['a man wearing a suit and tie', 'an older man in a suit and tie', 'an older man is wearing a suit and tie', 'an older man is wearing a suit and a tie', 'a man wearing a suit and tie standing in a room']"
76139,"['a girl is smiling and holding a piece of paper', 'a girl is smiling and holding up a piece of paper', 'a girl is smiling and holding a piece of food', 'a girl in a blue shirt is holding a donut', 'a girl in a blue shirt holding a piece of paper']"
75430,"['a woman in a jacket vest and tie', 'a woman in a black vest and vest', 'a woman in a jacket and tie looking at the camera', 'a woman in a jacket and tie looking at something', 'a woman in a jacket vest and tie looking at the camera']"
52931,"['a black and white photo of a refrigerator', 'a black and white photo of a man eating food', 'a black and white photo of a man eating a doughnut', 'a black and white picture of a man eating a sandwich', 'a black and white photo of a man eating a hot dog']"
5869,"['a man with glasses and a beard is smiling', 'a man with glasses and a beard is wearing glasses', 'a man with glasses and a beard in a suit', 'a man with glasses and a beard is staring into the camera', 'a man with glasses and a beard is wearing a tie']"
8395,"['a little boy sitting on a bed in a room', 'a young boy sitting on a bed in front of a window', 'a young child sitting on a bed in a room', 'a young boy sitting on a bed in a room', 'a young boy sitting on a bed in a bathroom']"
28045,"['a man riding a bike down a busy street', 'a man riding a bike down the street', 'a man riding a bike down a street', 'a man riding a bike down a street next to another man', 'a man riding a bike down a street next to people']"
57849,"['a close up of a person holding a baseball bat', 'a close up of a person with a baseball bat', 'a close up of a person holding a bat', 'a close up of a person with a baseball bat and hat', 'a close up of a person holding a baseball bat over their head']"
94802,"['an old black and white picture of a motorcycle', 'a black and white photo of the back of a motorcycle', 'an old black and white photo of a row of motorcycles', 'an old black and white photo of an old motorcycle', 'a black and white photo of the back of a train']"
59864,"['a sandwich with meat cheese and vegetables on it', 'a sandwich cut in half with meat cheese and vegetables', 'a sandwich with meat cheese and tomatoes on it', 'a sandwich cut in half with meat cheese and veggies', 'a sandwich with meat cheese and vegetables on a plate']"
39148,"['a close up of a dog with its mouth open', 'a close up of a dog with its tongue out', 'a close up of a dog with its tongue hanging out', 'a dog with its tongue out with its mouth open', 'a close up of a dog with its mouth wide open']"
64273,"['a person that is cooking something in a room', 'a group of people that are standing in a room', 'a group of people that are standing around together', 'a group of people standing next to a wall', 'a group of people standing next to a bike']"
5841,"['a group of people sitting on a wooden bench', 'a group of people sitting on top of a wooden bench', 'a group of people sitting next to each other on a bench', 'a group of young people sitting on a wooden bench', 'a group of four people sitting on a couch']"
57861,"['a close up of the front end of a truck', 'a close up of the back of a pick up truck', 'a close up of the front end of a fire truck', 'a close up of the front end of a red truck', 'a close up of the front end of a truck on a road']"
85927,"['a woman is holding a pair of scissors', 'a woman in a blue shirt and black shorts', 'a woman is posing for a picture in front of a wall', 'a woman is posing for a picture in front of a screen', 'a woman is posing for a picture in front of a picture']"
27438,"['a man sitting on a bed with his hand up', 'a man is sitting on a bed with his hands up', 'a man is sitting on the floor with his hand up', 'a man is sitting on the floor with his hands in the air', 'a man is sitting on the floor with his hand in the air']"
75418,"['a couple of men sitting at a table with some food', 'a couple of men standing next to each other', 'a couple of men sitting at a table with a plate of food', 'a man sitting at a table with a plate of food', 'a man sitting at a table in front of a plate of food']"
73069,"['a group of men standing next to each other', 'two men standing next to each other in front of a crowd of people', 'two men standing next to each other in front of a crowd', 'two men standing next to each other in a room', 'two men standing next to each other in front of a group of people']"
13945,"['a crowd of people watching a man on a skateboard', 'a crowd of people sitting in front of a crowd', 'a large group of people sitting in a room', 'a crowd of people sitting in front of a large crowd', 'a crowd of people sitting in front of a crowd of people']"
12483,"['a man is sitting on the floor playing a game', 'a man sitting on the floor playing a game', 'a man is sitting on the floor playing a video game', 'a man sitting on the floor with his hands in the air', 'a man sitting on the floor with his hands up']"
29401,"['a young boy laying in bed with a blanket', 'a baby laying in bed with a blanket', 'a young boy laying in bed with white sheets', 'a young child laying in bed with a blanket', 'a young boy laying in bed with his arms spread out']"
94180,"['a man wearing a shirt and a tie', 'a man is posing with his hands in the air', 'a man in a dress shirt and tie', 'a man in a dress shirt and tie holding his hands up', 'a man wearing a shirt and a tie with no shirt on']"
39612,"['a cat and a stuffed animal in a room', 'a cat and a dog stand next to each other', 'a cat and a stuffed animal on a carpet', 'a cat and a stuffed animal on the ground', 'a cat and a dog stand next to a wall']"
7924,"['a close up of a frisbee on a surface', 'a close up of a frisbee on a field', 'a close up of a frisbee on a table', 'a close up of a frisbee on a plate', 'a picture of a frisbee with a picture of a frisbee']"
36521,"['a woman wearing a black shirt and tie', 'a woman wearing a black shirt and a tie', 'a woman wearing a shirt and tie posing', 'a woman wearing a shirt and tie posing for a picture', 'a woman wearing a shirt and tie posing for the camera']"
69025,"['a wall with a picture of a clock on it', 'a wall with a picture of a man and a clock', 'a wall with a picture of a man and a tie', 'a wall with a picture of a man and a clock on it', 'a wall with a picture of a clock and a picture of a man']"
61479,"['a picture of a bear sitting on a bench', 'a picture of a bear sitting on top of a chair', 'a picture of a bear sitting on top of a bench', 'a picture of a bear sitting on a chair', 'a picture of a bear sitting on top of a sign']"
17289,"['a man in a suit and purple tie', 'a man in a business suit standing in front of a sign', 'a man in a business suit standing in front of a microphone', 'a man wearing a suit and tie standing in front of a sign', 'a man in a suit and tie standing in front of a sign']"
69743,"['a woman is standing in front of a clock', 'a woman is standing next to a clock', 'a woman is standing next to a wall clock', 'black and white photograph of a person on a skateboard', 'a woman is standing next to a clock on a wall']"
46978,"['a group of animals that are in the grass', 'a group of black sheep in a grassy field', 'a group of black and white animals in grassy area', 'a group of black and white sheep in grassy area next to trees', 'a group of black and white sheep in a grassy field']"
14958,"['a group of people standing next to each other', 'a group of people standing around talking', 'a group of people that are standing together', 'a group of people standing around a building', 'a group of people standing around a building together']"
65179,"['a group of people standing next to each other', 'a group of people standing around each other', 'a group of people standing next to each other on a stage', 'a group of people standing next to each other in front of a sign', 'a group of people standing next to each other near a wall']"
76104,"['a large boat floating on top of a lake', 'a large boat floating on a body of water', 'a large boat floating on top of a body of water', 'a large boat floating on top of water', 'a black and white boat floating on a lake']"
69024,"['a couple of men standing next to each other', 'a man and a woman standing next to each other', 'a man and a woman are posing together', 'a man and a woman are posing for a picture', 'a couple of people that are posing for a picture']"
84392,"['a group of young children sitting next to each other', 'a woman and two children are smiling together', 'a woman holding a child next to a stone wall', 'a woman holding a baby and an adult', 'a group of young children sitting next to a stone wall']"
32746,"['a man wearing a suit and tie', 'a man in a blue shirt and tie', 'a man in a shirt and tie looking at the camera', 'a man in a shirt and tie standing in front of trees', 'a man wearing a suit and tie standing in front of a tree']"
65178,"['a couple of men standing next to each other', 'a poster of a man and a woman', 'a poster of a man in a suit and tie', 'a couple of men standing next to each other in front of a screen', 'a couple of men standing next to each other on a stage']"
90481,"['a man wearing a suit and tie', 'a man in a suit standing in front of a sign', 'a man wearing a suit and tie standing in front of a sign', 'a man standing in front of a red sign', 'a man in a suit and tie standing in front of a screen']"
63509,"['a man is taking a selfie with a camera', 'a person taking a photo with a camera phone', 'a man is taking a selfie with his phone', 'a man is taking a picture of himself with a camera', 'a man is taking a picture of himself with his cellphone']"
70213,"['a man in a white shirt and black tie', 'a man in a suit and tie holding up a cell phone', 'a man in a suit and tie is holding a cellphone', 'a man in a suit and tie holding up a cellphone', 'a man in a suit and tie is holding up a cellphone']"
39175,"['a close up of a person holding a luggage bag', 'a close up of a person sitting on a motorcycle', 'a close up of a person wearing a backpack', 'a close up of a person wearing a jacket', 'a close up of a person wearing a jacket and a backpack']"
43815,"['a young man wearing a baseball uniform while holding a glove', 'a young man wearing a baseball uniform while holding a baseball glove', 'a man in black shirt and black baseball cap playing baseball', 'a young man wearing a black hat and a baseball glove', 'a man in black shirt and black baseball cap holding a baseball bat']"
74061,"['a group of people standing next to each other', 'a group of people standing around each other', 'a group of people that are posing for a picture', 'a group of people that are standing together', 'a group of people standing next to each other and smiling']"
52918,"['a young girl smiles as she brushes her teeth', 'a little girl smiling and posing for the camera', 'a little girl with a big smile on her face', 'a little girl with a smile on her face with a toothbrush in her mouth', 'a little girl with a big smile on her face with food in her mouth']"
2691,"['a man that is standing in the dirt', 'a man that is standing in a field', 'a man with a beard is standing in a field', 'a man standing in a field with a baseball bat', 'a man standing in a field with a baseball uniform on']"
73068,"['a group of young children standing next to each other', 'a black and white photo of a group of kids', 'a black and white photo of a group of young children', 'a black and white photo of a group of children holding a kite', 'a group of young children standing next to each other in front of a building']"
24130,"['a little boy that is sitting on a bed', 'a little boy that is sitting in bed', 'a black and white photo of a young man', 'a black and white image of a young boy in a bed', 'a black and white image of a young boy in bed']"
2849,"['a man with a pair of scissors in his mouth', 'a young man with a pair of scissors in his mouth', 'a man with a pair of scissors in his ear', 'a young man with a pair of scissors in his hand', 'a young man with a pair of scissors in front of his face']"
30145,"['a man with a beard wearing a suit and tie', 'a man with a beard wearing a tie', 'a man with a beard wearing a suit and a tie', 'a man in a business suit standing in front of a microphone', 'a man in a business suit standing in front of a wall']"
50869,"['a woman posing for a picture in front of a wall', 'a woman with long hair is looking at the camera', 'a woman with long hair is looking at something', 'a woman posing for a picture in front of a gray wall', 'a woman posing for a picture in front of a grey wall']"
20356,"['a woman holding a piece of paper in her hand', 'a young girl holding a pair of scissors in her hand', 'a girl is holding a piece of paper in her hand', 'a woman holding a piece of paper in her hands', 'a woman holding a piece of paper in her left hand']"
70561,"['a man wearing a hat and a tie', 'a man dressed in a suit and hat', 'a man dressed in a suit and tie', 'a man with a hat and a tie', 'a man with a hat and a tie on']"
39607,"['two men sitting next to each other on a car', 'two men sitting next to each other on the ground', 'two men sitting next to each other on a motorcycle', 'two men sitting next to each other in a car', 'a black and white photo of two men in uniforms']"
7931,"['a painting of a group of people dressed in costumes', 'a painting of a man with a hat on his head', 'a painting of a group of people riding on a bench', 'a painting of a man with a hat and tie on', 'a painting of a man with a hat on his head and a woman in a']"
21048,"['two black and white cows standing next to a red truck', 'two black and white cows standing next to a red car', 'two black and white cows stand next to a red truck', 'two black and white cows standing next to a red vehicle', 'two black and white cows standing in the grass next to a truck']"
75431,"['a group of men dressed in costumes', 'a group of men dressed in black suits', 'a group of men in suits standing next to each other', 'a group of men dressed in black suits and hats', 'a group of men in black suits and hats']"
50841,"['a bear that is laying down in the dirt', 'a bear that is laying down in the water', 'a bear that is laying down on the ground', 'a bear that is sitting in the dirt', 'a bear that is sitting in the water']"
76138,"['a close up of a bunch of UNK', 'a close up of a bat and a ball', 'a close up of a bat and some ball', 'a close up of a baseball bat on a field', 'a close up of a baseball bat on a table']"
60982,"['a group of men standing next to each other', 'a group of people standing next to each other', 'a group of men standing around each other', 'a group of people standing around each other', 'a group of men standing next to each other in a room']"
69018,"['a woman is standing in front of a mirror', 'a woman standing next to a wall with a clock', 'a woman standing in front of a wall with a clock', 'a woman standing in front of a wall with a clock on it', 'a woman standing next to a wall with a clock on her face']"
70549,"['an older woman sitting on a couch holding a pair of scissors', 'an older woman is sitting on a bed', 'an old woman sitting on a bed holding a pair of scissors', 'an older woman sitting on a bed holding a pair of scissors', 'an old woman sitting on a bed holding a piece of paper']"
21706,"['a couple of people standing on top of a beach', 'two people standing next to each other on a beach', 'a couple of people standing in the water', 'two people standing next to each other in the water', 'two people standing next to each other by the water']"
94803,"['a group of people standing next to each other', 'a group of people posing for a picture', 'a group of people are posing for a picture', 'a group of people pose for a picture', 'a group of people standing next to each other in front of a sign']"
14965,"['a woman in black shirt holding a baseball bat', 'a woman is sitting on a boat in the water', 'a woman is sitting on a boat in the sea', 'a woman is sitting on a boat and holding a bat', 'a woman in black shirt holding a baseball bat next to water']"
23105,"['two brown bears sitting next to each other', 'two brown bears sitting next to each other in a field', 'two brown bears are sitting next to each other', 'two brown and white bears sitting next to each other', 'two brown bears sitting next to each other on dry grass']"
76892,"['a man wearing a white shirt and black tie', 'a man wearing a white shirt and tie', 'a man wearing a white shirt and a tie', 'a man is wearing a white shirt and black tie', 'a man wearing a white shirt and a black tie']"
59871,"['a group of people posing for a picture', 'a group of people standing next to each other', 'a group of people pose for a picture together', 'a group of people pose for a picture', 'a group of people standing next to each other holding a flag']"
61450,"['a painting of a man with a baseball cap on', 'a painting of a man with a baseball cap on his head', 'a painting of a man with a baseball cap on his shirt', 'a painting of a man with a baseball hat and a tie', 'a painting of a man with a baseball cap on his neck']"
27405,"['a man in a black jacket standing in front of a microphone', 'a man in a suit standing in front of a building', 'a man in a dark suit standing in the dark', 'a man in a dark suit standing in front of a building', 'a man in a black jacket standing in front of a building']"
67021,"['a group of men standing next to each other holding flags', 'a couple of men standing next to each other holding kites', 'a group of people standing next to each other', 'a group of people standing next to each other holding kites', 'a group of men standing next to each other holding kites']"
41958,"['a crowd of people sitting next to each other', 'a group of people sitting next to each other', 'a group of people sitting on a bench', 'a crowd of people sitting next to each other on a field', 'a group of people sitting next to each other on a bench']"
36508,"['a man with a beard wearing a red hat', 'a man with a beard wearing a hat', 'a man wearing a red hat standing in front of trees', 'a man with a beard and a red hat', 'a man wearing a red hat standing in front of a tree']"
31267,"['black and white photograph of a man sitting on a bench', 'a black and white photo of a man sitting on a bench', 'a black and white image of a man sitting on a bench', 'a black and white photo of a man sitting on a chair', 'a black and white photo of a man playing a game']"
43197,"['a little boy that is standing in a room', 'a little boy that is standing in front of a bed', 'a little boy that is standing up in a room', 'a little boy that is standing in front of a mirror', 'a little boy that is standing in front of a cage']"
13978,"['a man standing in front of a white truck', 'a man standing next to a parked car', 'a man standing next to a white truck', 'a man standing in front of a white car', 'a man standing next to a white car in front of a building']"
73054,"['a large green bird hanging from a tree', 'a green bird is hanging from a branch', 'a green bird is hanging from a pole', 'a large green bird hanging from a tree in the sand', 'a small green bird on a beach next to the ocean']"
74908,"['a woman sitting in a chair with a dog', 'a woman sitting in a chair next to a dog', 'a woman is sitting with a dog on her lap', 'a woman sitting in a chair with a large bear', 'a woman sitting in a chair next to a large bear']"
52071,"['a close up of a person wearing a shirt and tie', 'a man in a white shirt and black tie', 'a close up of a man wearing a tie', 'a close up of a person wearing a suit and tie', 'a close up of a man wearing a shirt and tie']"
89675,"['a large group of people in the back of a truck', 'a large group of people posing for a picture', 'a large group of people posing for a photo', 'a large group of people in the back of a car', 'a group of people sitting in the back of a truck']"
5129,"['a man wearing a suit and tie holding a microphone', 'a man wearing a suit and tie in front of a screen', 'a man wearing a suit and tie standing in front of a red screen', 'a man wearing a suit and tie standing in front of a microphone', 'a man wearing a suit and tie standing next to a red wall']"
32785,"['a pink frosted donut on a pink plate', 'a pink frosted donut with pink frosting and sprinkles', 'a pink frosted donut sitting on a pink table', 'a pink frosted donut sitting on top of a pink plate', 'a pink frosted donut sitting on top of a pink table']"
28905,"['a black and white photo of a man in a suit and tie', 'a black and white picture of a man in a suit', 'a black and white image of a man in a suit', 'a black and white picture of a man in a suit and tie', 'a black and white image of a man in a suit and tie']"
84351,"['a woman is holding a piece of paper', 'a woman holding a piece of paper in her hands', 'a woman in a red shirt is reading a book', 'a woman holding a piece of paper in her hand', 'a woman is holding a piece of paper and looking at her cell phone']"
57109,"['a couple of women preparing food inside of a kitchen', 'two women standing in a kitchen preparing food', 'a couple of women standing in a kitchen preparing food', 'two women in a kitchen preparing a meal', 'two women in a kitchen preparing a sandwich']"
9713,"['a close up of a plant in a tree', 'a close up of a plant with leaves', 'a close up of a green plant with leaves', 'a close up of a plant in a plant', 'a close up of a plant in a tree with leaves']"
37825,"['a young boy smiling and holding his hands up', 'a young boy smiling and holding up his hand', 'a young boy smiling and holding up his hands', 'a young boy smiles while holding his arms up', 'a young boy smiling and holding his hands up in the air']"
59124,"['a woman is holding a box of food', 'a woman is holding a box of pizza', 'a woman holding a box of food in her hands', 'a woman holding a box of food in her hand', 'a woman is posing for a picture with a hot dog']"
30192,"['a close up of a small orange dog', 'a close up of a dog looking at the camera', 'a close up of a dog with a sign in the background', 'a close up of a dog with a sign on it', 'a close up of a dog with a tag on it']"
20381,"['a group of men standing next to each other on a field', 'a group of men standing next to each other holding flags', 'a group of men standing next to each other', 'a group of men standing next to each other in a field', 'a group of men standing next to each other with flags']"
85729,"['a group of young men standing next to each other', 'a group of young men standing around each other', 'a group of young men standing next to each other in a crowd', 'a group of young men standing next to each other on a field', 'a group of young men standing next to each other in a room']"
10524,"['a girl is playing with a dog in a living room', 'a little girl is playing with a dog', 'a woman is playing with a dog in a living room', 'a girl is playing with a dog in the living room', 'a young girl is playing with a dog in the living room']"
59642,"['a close up of a plate of food', 'a close up of a plate with food on it', 'a close up of a plate of food with a person', 'a close up of a plate of food with food', 'a close up of a plate of food on a table']"
24859,"['a woman standing in front of a flag', 'a woman standing in front of an american flag', 'a woman standing in front of a flag in a room', 'a woman standing in front of a flag and a flag', 'a woman standing in front of a flag with an american flag']"
42510,"['a man with a beard is making a face', 'a man with a beard in a crowd', 'a man with a beard is smiling at the camera', 'a man with a beard in a crowd of people', 'a man with a beard and a beard is making a face']"
96027,"['a close up of a man with a beard in the background', 'a close up of a man with a beard', 'a man with a beard is looking at the camera', 'a close up of a man with a beard in a dark background', 'a close up of a man with a beard in a room']"
91748,"['a young man wearing a hat and sunglasses', 'a young boy wearing a hat and sunglasses', 'a young boy wearing a baseball hat and sunglasses', 'a young boy wearing a hat and glasses', 'a young boy wearing a hat and glasses and a striped shirt']"
89107,"['a man standing in a garden holding a book', 'a man standing in a garden holding a piece of paper', 'a man standing in a garden with a hat', 'a man standing in a garden with a hat on', 'a man standing in a garden next to a building']"
79586,"['a young boy standing in front of a refrigerator', 'a young boy standing in front of an open refrigerator', 'a little boy that is standing in front of a refrigerator', 'a little boy that is sitting in front of a refrigerator', 'a young boy is playing with a toy']"
6352,"['a young boy is playing with a pair of scissors', 'a baby is playing with a pair of scissors', 'a young boy is sitting on a bicycle', 'a young boy holding a pair of scissors', 'a young boy holding a pair of scissors in his hands']"
94156,"['a woman standing in front of a counter', 'a woman standing in front of a counter top', 'a woman standing in front of a counter holding a bottle', 'a woman standing in front of a counter holding a bottle of beer', 'a woman standing in front of a counter holding a bottle of wine']"
8419,"['a group of men standing next to each other', 'a crowd of people standing next to each other', 'a group of people standing in a room', 'a group of men standing next to each other on a field', 'a group of men standing next to each other in a crowd']"
10256,"['a couple of men standing next to each other', 'two men standing next to each other in a room', 'a couple of men standing next to each other in a room', 'a couple of men standing in front of a white frisbee', 'a couple of men standing in front of a white wall']"
30186,"['a group of people standing around each other', 'a group of people posing for a picture', 'a group of people standing in a yard', 'a family posing for a picture in front of a house', 'a family poses for a picture in front of a store']"
59130,"['an older man wearing a blue suit and tie', 'a man in a suit and tie holding a microphone', 'an older man in a blue suit holding a microphone', 'an older man in a blue suit holding his hands up', 'a man in a suit and tie holding a microphone in his hands']"
17539,"['a man working on a bicycle on a stage', 'there is a man that is holding a pair of scissors', 'a man working on a bicycle in a building', 'a man working on a bicycle in a shop', 'a man working on a bicycle in a room']"
20395,"['a man wearing a suit and tie', 'a man wearing a suit and a tie', 'a man wearing a suit and tie standing in front of a sign', 'a man in a suit and tie standing in front of a sign', 'a man wearing a gray suit and a black tie']"
32791,"['a man in a striped shirt holding a baseball bat', 'a man holding a baseball bat in his hands', 'a young man holding a baseball bat in his hands', 'a man is holding a baseball bat in his hands', 'a man holding a baseball bat in front of a light']"
80123,"['a coffee cup sitting on top of a microwave', 'a coffee cup sitting on top of a microwave oven', 'two coffee cups sitting on top of each other', 'two coffee cups sitting on top of a refrigerator', 'two coffee cups sitting on top of a microwave']"
48015,"['a close up of a metal object on a table', 'a close up of a metal object in the air', 'a close up of a metal object on a white surface', 'a close up of a metal object on a white background', 'a close up of a metal object in the air with writing on it']"
47326,"['a man in military uniform holding a flag', 'a man in a uniform holding a baseball glove', 'a man in a uniform holding a baseball bat', 'a man in military uniform holding his hand up', 'a man in a military uniform is holding a flag']"
37819,"['a young girl is posing for the camera', 'a girl posing for a picture in front of a camera', 'a girl posing for a picture in front of a wall', 'a girl posing for a picture with a tie', 'a girl posing for a picture in front of the camera']"
83402,"['a woman standing in front of a train', 'a woman stands in front of a train', 'a woman is standing in front of a train', 'a woman standing in front of a train on tracks', 'a woman standing in front of a train on train tracks']"
95260,"['a close up of a young person smiling', 'a close up of a person in a field', 'a boy in a blue shirt is smiling', 'a close up of a person in a field with a sky background', 'a close up of a person in a field with a sky']"
85073,"['a man in a yellow shirt is holding a camera', 'a man in a yellow shirt and black hat holding a camera', 'a man in a yellow shirt and black helmet is holding a camera', 'a man in a yellow shirt and black hat is holding a camera', 'a man in a yellow shirt and black hat holding a camera in front of a']"
26914,"['a baseball bat sitting on top of a table', 'a wooden baseball bat sitting on top of a table', 'a wooden bat sitting on top of a table', 'a wooden baseball bat sitting on top of a wooden table', 'a wooden baseball bat sitting on top of a white plate']"
63290,"['a girl is playing a game of frisbee', 'two young women playing a game with each other', 'two young women playing a game in a city', 'two young women playing a game on a city street', 'two young women playing a game in a city setting']"
90318,"['a woman in a bikini laying on a bed', 'a woman laying on top of a bed in a bikini', 'a woman laying on a bed in a bikini top', 'a woman laying on top of a bed on a beach', 'a woman laying on top of a bed in a bikini top']"
15306,"['a painting of a woman posing in black and white', 'a woman standing in front of a wall', 'a woman standing in front of a painting of a man', 'a woman standing in front of a painting of a painting', 'a woman standing in front of a wall with a painting on it']"
24865,"['a man is taking a picture of a camera', 'a man is taking a picture with a camera', 'a man is taking a picture of the camera', 'a man is taking a picture of himself in the mirror', 'a man is taking a picture of his camera']"
42538,"['a man and a woman standing next to each other', 'a man and woman standing next to each other', 'a man and a woman are standing together', 'a man and a woman are posing for a picture', 'a man and a woman are posing for a photo']"
65187,"['a group of young girls sitting next to each other', 'a group of young girls standing next to each other', 'a group of little girls standing next to each other', 'three little girls are smiling with their hands', 'a group of young girls sitting next to each other on a field']"
67948,"['a plate of food and a cup of coffee', 'a close up of a plate of food', 'a plate of food with a cup of coffee', 'a close up of a plate of food on a table', 'a close up of a plate of food with eggs']"
8357,"['a black and white photo of a baseball player', 'a black and white photo of a baseball game', 'a black and white picture of a baseball bat', 'a black and white picture of a baseball player', 'a black and white picture of a baseball player from the back']"
17263,"['a person sitting on a wall talking on a cell phone', 'a man sitting on a wall talking on a cell phone', 'a group of people standing next to a wall', 'a man sitting on a bench talking on a cell phone', 'a man sitting on a wall next to a woman']"
76851,"['a green train traveling through a rural countryside', 'a train traveling down a rural country road', 'there is a green train on the tracks', 'a train on a train track with a sky background', 'a train traveling down a rural country side']"
97305,"['a man wearing a red and white striped tie', 'a man in a red and white striped tie', 'a man wearing a red and white striped shirt', 'a man in a red and white shirt and tie', 'a man wearing a red hat and a red and white tie']"
75380,"['a woman with long hair looking at something', 'a woman with long hair looking at the camera', 'a girl with long hair looking into the camera', 'a woman wearing a white shirt and a tie', 'a woman wearing a white shirt and a black shirt']"
4579,"['a man with a beard and glasses talking on a cell phone', 'a man with a beard is talking on his cell phone', 'a man with a beard and glasses talking on his cell phone', 'a man with a beard and glasses is talking on his cell phone', 'a man with a beard and glasses is talking on a cell phone']"
74920,"['a sheep standing in a field with tall grass', 'a sheep standing in a grassy field with trees in the background', 'a brown and white sheep in a grassy field', 'a sheep is standing in a field with tall grass', 'a sheep is standing in a field of tall grass']"
97463,"['a man wearing a yellow shirt and tie', 'a man wearing sunglasses and a yellow shirt', 'a man with sunglasses and a yellow shirt', 'a man wearing sunglasses and a white shirt', 'a man wearing sunglasses and a yellow shirt and tie']"
84379,"['a close up of a person wearing a hat', 'a close up of a person with a hat on', 'a close up of a person wearing a hat and glasses', 'a close up of a person wearing a hat and a shirt', 'a close up of a person with a hat and a tie']"
93605,"['a beautiful blonde woman holding a smart phone', 'a beautiful blonde woman holding a cell phone', 'a woman holding a cell phone in her hand', 'a woman is holding a cell phone in her hand', 'a woman holding a smart phone in her hands']"
95274,"['a bird is sitting on a tree branch', 'a bird is sitting in a tree branch', 'a bird is sitting on a branch in a tree', 'a bird is perched on a branch in a tree', 'a bird is perched on a branch in the tree']"
39820,"['a person in a baseball uniform holding a bat', 'a man in a baseball uniform holding a bat', 'a person in a baseball uniform holding a baseball glove', 'a person holding a baseball bat in front of a building', 'a person holding a baseball bat in front of a store']"
85067,"['a hand holding an apple in the dirt', 'a hand holding an apple in the woods', 'a hand holding an apple above a pair of legs', 'a hand holding an apple above a pile of leaves', 'a hand holding an apple above a dirt field']"
71680,"['a herd of cattle standing on top of a dry grass field', 'a herd of cattle standing on top of a grass covered field', 'a herd of cattle standing on a dry grass field', 'a herd of goats standing on top of a grass covered field', 'a herd of cattle standing on top of a grass field']"
47865,"['a man with a beard and sunglasses holding a baseball bat', 'a man with sunglasses and a beard holding a baseball bat', 'a man with a beard and sunglasses holding a bat', 'a man with sunglasses and a beard holding a bat', 'a man with sunglasses and a beard is holding a baseball bat']"
38069,"['a man wearing a suit and tie holding a book', 'a man wearing a suit and hat holding a book', 'a man in a suit and hat holding a book', 'a man in a suit and tie holding a book', 'a man wearing a suit and tie holding an open book']"
29164,"['a couple of men standing next to each other', 'two men in suits standing next to each other', 'two men standing next to each other in front of a screen', 'two men standing next to each other with their ties', 'a couple of men standing next to each other in front of a screen']"
81956,"['a person on skis in the air over water', 'a person riding a board while being pulled by a boat', 'a person on skis in the air over a wave', 'a person riding a board while being pulled by a wave', 'a person riding a board while being pulled by a jet']"
73518,"['a group of people standing next to each other', 'a group of men standing next to each other', 'a group of people standing around each other', 'a group of men standing around each other', 'a group of people standing next to each other on a field']"
25986,"['a man with a beard is holding his hand up', 'a man with a beard is holding his hands up', 'a man with a beard and glasses is holding his hand up', 'a man with a beard and glasses is holding his hands', 'a man with a beard is holding his hand up to the side']"
14583,"['a woman in pink shirt holding a pair of scissors', 'a woman standing on the side of a road holding a pair of scissors', 'a woman in a pink shirt holding a pair of scissors', 'a woman standing on the side of the road holding a pair of scissors', 'a woman standing on the side of a street holding a pair of scissors']"
62415,"['a pink and purple sunset sky and clouds', 'a sunset in the sky with the sun in the background', 'a sunset in the sky at sunset with a sunset in the background', 'a sunset in the sky with a pink and blue sky in the background', 'a sunset in the sky with the sun in the sky']"
53810,"['a poster of a man in a suit and tie', 'a picture of a man in a suit and tie', 'a man in a suit and tie standing in front of a screen', 'a man in a suit and tie standing in front of a poster', 'a man in a suit and tie standing in front of a picture']"
72160,"['a man wearing a suit and bow tie', 'a man wearing a suit and a bow tie', 'a man wearing a suit and a tie', 'a man in a suit and tie standing in front of a wall', 'a man in a suit and bow tie standing in front of a wall']"
54819,"['a man and a woman standing next to each other', 'a man and a woman pose for a picture', 'a man and a woman are looking at something', 'a man and a woman are looking at the camera', 'a man and a woman pose for a picture together']"
